train_speed,speed_limit,distance,braking_distance,signal_status,direction,risk_score,risk_level
114,120,1161,496,GREEN,EAST,0,SAFE
66,80,1102,661,YELLOW,SOUTH,10,SAFE
97,120,939,328,GREEN,WEST,0,SAFE
120,120,1230,352,RED,WEST,30,MEDIUM
44,100,1225,298,GREEN,EAST,0,SAFE
76,110,439,665,GREEN,EAST,40,MEDIUM
81,80,1716,556,YELLOW,NORTH,40,MEDIUM
115,80,1258,579,YELLOW,SOUTH,40,MEDIUM
111,110,1628,478,GREEN,SOUTH,30,MEDIUM
62,120,1834,640,RED,EAST,30,MEDIUM
100,110,1844,631,GREEN,EAST,0,SAFE
61,110,1965,143,GREEN,WEST,0,SAFE
52,90,1109,309,GREEN,SOUTH,0,SAFE
50,120,1459,457,GREEN,EAST,0,SAFE
125,120,696,135,YELLOW,WEST,40,MEDIUM
125,80,1714,588,RED,WEST,60,MEDIUM
109,90,1271,522,GREEN,EAST,30,MEDIUM
59,100,585,374,YELLOW,EAST,10,SAFE
107,80,1366,781,YELLOW,NORTH,40,MEDIUM
124,110,1933,167,YELLOW,EAST,40,MEDIUM
76,120,1099,664,RED,WEST,30,MEDIUM
112,100,1391,130,YELLOW,EAST,40,MEDIUM
127,80,1360,657,YELLOW,EAST,40,MEDIUM
85,120,1190,500,GREEN,WEST,0,SAFE
43,110,1051,779,GREEN,WEST,0,SAFE
44,80,1609,159,GREEN,WEST,0,SAFE
44,80,977,615,GREEN,NORTH,0,SAFE
108,90,1491,541,RED,SOUTH,60,MEDIUM
93,80,1359,543,YELLOW,WEST,40,MEDIUM
97,100,998,585,YELLOW,SOUTH,10,SAFE
52,120,1566,167,YELLOW,EAST,10,SAFE
122,110,354,592,YELLOW,SOUTH,80,HIGH
75,100,708,318,RED,WEST,30,MEDIUM
82,100,172,271,YELLOW,EAST,50,MEDIUM
60,100,1094,736,RED,EAST,30,MEDIUM
75,90,1609,281,YELLOW,NORTH,10,SAFE
127,80,513,329,RED,SOUTH,60,MEDIUM
106,90,1189,150,RED,SOUTH,60,MEDIUM
98,80,258,516,RED,NORTH,100,HIGH
86,110,1112,690,GREEN,SOUTH,0,SAFE
114,110,356,386,YELLOW,WEST,80,HIGH
109,90,1404,719,RED,SOUTH,60,MEDIUM
68,80,1733,384,GREEN,NORTH,0,SAFE
97,110,1718,596,GREEN,WEST,0,SAFE
55,110,1736,399,RED,EAST,30,MEDIUM
114,100,162,160,GREEN,WEST,30,MEDIUM
71,100,858,408,RED,EAST,30,MEDIUM
125,100,1119,240,GREEN,WEST,30,MEDIUM
100,110,1162,362,YELLOW,WEST,10,SAFE
115,80,720,693,RED,EAST,60,MEDIUM
48,110,1037,545,YELLOW,EAST,10,SAFE
47,90,170,438,YELLOW,NORTH,50,MEDIUM
53,90,1349,172,GREEN,SOUTH,0,SAFE
59,110,1361,422,GREEN,NORTH,0,SAFE
93,80,1635,112,YELLOW,EAST,40,MEDIUM
46,90,375,655,YELLOW,NORTH,50,MEDIUM
113,100,629,684,GREEN,WEST,70,HIGH
76,120,1599,342,YELLOW,NORTH,10,SAFE
107,90,1073,274,YELLOW,EAST,40,MEDIUM
59,90,1067,696,YELLOW,EAST,10,SAFE
90,100,848,192,YELLOW,WEST,10,SAFE
43,80,662,585,YELLOW,EAST,10,SAFE
67,120,1117,329,YELLOW,NORTH,10,SAFE
89,90,1262,263,GREEN,EAST,0,SAFE
103,90,512,675,YELLOW,WEST,80,HIGH
57,80,1511,474,YELLOW,NORTH,10,SAFE
109,90,1036,105,YELLOW,SOUTH,40,MEDIUM
86,120,1640,632,RED,WEST,30,MEDIUM
92,80,384,353,GREEN,WEST,30,MEDIUM
98,100,1361,609,RED,NORTH,30,MEDIUM
55,80,837,261,RED,SOUTH,30,MEDIUM
88,90,411,253,RED,SOUTH,30,MEDIUM
117,80,1584,102,RED,EAST,60,MEDIUM
52,80,579,211,GREEN,EAST,0,SAFE
72,100,1624,735,YELLOW,EAST,10,SAFE
127,90,1919,392,GREEN,WEST,30,MEDIUM
49,80,1484,293,RED,WEST,30,MEDIUM
53,100,1911,228,RED,NORTH,30,MEDIUM
107,80,1006,626,RED,NORTH,60,MEDIUM
63,100,1921,671,GREEN,SOUTH,0,SAFE
114,90,616,612,RED,WEST,60,MEDIUM
128,80,1284,180,YELLOW,WEST,40,MEDIUM
70,100,1255,364,GREEN,WEST,0,SAFE
76,100,964,565,YELLOW,WEST,10,SAFE
52,90,1600,509,YELLOW,EAST,10,SAFE
117,120,725,348,GREEN,EAST,0,SAFE
122,100,1725,436,YELLOW,NORTH,40,MEDIUM
108,100,418,720,RED,SOUTH,100,HIGH
43,120,728,701,YELLOW,SOUTH,10,SAFE
103,90,1424,263,RED,EAST,60,MEDIUM
113,120,1637,541,RED,WEST,30,MEDIUM
110,120,1675,646,GREEN,EAST,0,SAFE
111,110,1217,394,GREEN,WEST,30,MEDIUM
127,90,1293,515,RED,WEST,60,MEDIUM
56,100,183,542,GREEN,NORTH,40,MEDIUM
73,120,1653,680,RED,SOUTH,30,MEDIUM
92,120,1678,241,GREEN,SOUTH,0,SAFE
128,100,1837,480,RED,EAST,60,MEDIUM
98,110,1062,128,YELLOW,SOUTH,10,SAFE
128,100,183,608,YELLOW,SOUTH,80,HIGH
51,90,621,162,RED,WEST,30,MEDIUM
44,110,1526,253,YELLOW,SOUTH,10,SAFE
89,90,504,797,RED,EAST,70,HIGH
77,90,1420,751,GREEN,WEST,0,SAFE
72,100,1598,191,GREEN,SOUTH,0,SAFE
106,80,546,527,GREEN,SOUTH,30,MEDIUM
119,110,1512,429,GREEN,NORTH,30,MEDIUM
63,90,487,461,RED,EAST,30,MEDIUM
109,120,1892,519,GREEN,EAST,0,SAFE
94,100,1003,449,YELLOW,NORTH,10,SAFE
108,80,1109,454,YELLOW,SOUTH,40,MEDIUM
54,80,931,188,GREEN,SOUTH,0,SAFE
75,120,892,125,YELLOW,NORTH,10,SAFE
62,110,412,738,RED,EAST,70,HIGH
118,100,1979,733,YELLOW,WEST,40,MEDIUM
103,80,1162,474,YELLOW,NORTH,40,MEDIUM
50,80,361,543,GREEN,NORTH,40,MEDIUM
76,80,1513,614,RED,WEST,30,MEDIUM
62,110,1278,318,GREEN,WEST,0,SAFE
126,100,215,307,YELLOW,SOUTH,80,HIGH
88,80,920,105,RED,SOUTH,60,MEDIUM
120,90,1746,604,RED,EAST,60,MEDIUM
128,100,558,551,GREEN,EAST,30,MEDIUM
121,80,1522,373,GREEN,EAST,30,MEDIUM
91,120,1139,474,YELLOW,NORTH,10,SAFE
128,80,1160,592,YELLOW,SOUTH,40,MEDIUM
78,110,790,100,GREEN,SOUTH,0,SAFE
44,120,1883,196,YELLOW,SOUTH,10,SAFE
122,110,1042,545,RED,SOUTH,60,MEDIUM
86,120,916,772,GREEN,EAST,0,SAFE
123,80,925,304,YELLOW,EAST,40,MEDIUM
61,120,1106,785,GREEN,WEST,0,SAFE
64,90,1974,278,RED,EAST,30,MEDIUM
42,80,1951,216,YELLOW,EAST,10,SAFE
118,110,1867,703,GREEN,NORTH,30,MEDIUM
49,80,1968,275,GREEN,WEST,0,SAFE
91,90,636,301,GREEN,SOUTH,30,MEDIUM
65,100,1368,239,RED,WEST,30,MEDIUM
40,110,1219,363,YELLOW,SOUTH,10,SAFE
82,120,1713,194,YELLOW,EAST,10,SAFE
126,110,1844,510,RED,SOUTH,60,MEDIUM
108,90,1445,691,RED,EAST,60,MEDIUM
111,110,797,325,RED,SOUTH,60,MEDIUM
87,120,651,448,GREEN,WEST,0,SAFE
87,100,201,435,RED,WEST,70,HIGH
83,100,627,282,YELLOW,SOUTH,10,SAFE
41,90,1482,623,GREEN,SOUTH,0,SAFE
90,100,1470,341,GREEN,SOUTH,0,SAFE
95,90,1450,549,RED,WEST,60,MEDIUM
120,120,767,198,RED,WEST,30,MEDIUM
75,100,1920,418,RED,NORTH,30,MEDIUM
60,90,1290,773,GREEN,WEST,0,SAFE
69,120,604,551,RED,SOUTH,30,MEDIUM
61,80,1057,183,RED,WEST,30,MEDIUM
125,80,448,130,YELLOW,EAST,40,MEDIUM
99,90,871,167,YELLOW,WEST,40,MEDIUM
105,90,1330,350,YELLOW,WEST,40,MEDIUM
79,90,882,184,GREEN,SOUTH,0,SAFE
103,120,1795,531,RED,NORTH,30,MEDIUM
47,90,1188,205,YELLOW,WEST,10,SAFE
119,120,909,332,YELLOW,SOUTH,10,SAFE
113,100,1475,246,RED,EAST,60,MEDIUM
119,120,1455,616,RED,NORTH,30,MEDIUM
88,110,1448,188,RED,EAST,30,MEDIUM
69,120,554,514,YELLOW,SOUTH,10,SAFE
81,100,676,349,YELLOW,WEST,10,SAFE
105,90,1348,375,YELLOW,EAST,40,MEDIUM
68,80,975,596,GREEN,SOUTH,0,SAFE
91,90,1168,524,RED,WEST,60,MEDIUM
65,90,1024,453,YELLOW,WEST,10,SAFE
124,110,1727,119,RED,EAST,60,MEDIUM
99,80,1508,625,GREEN,WEST,30,MEDIUM
128,90,959,772,RED,WEST,60,MEDIUM
52,120,1635,190,GREEN,EAST,0,SAFE
69,120,1856,410,YELLOW,SOUTH,10,SAFE
75,100,1281,528,GREEN,SOUTH,0,SAFE
55,90,1780,300,RED,EAST,30,MEDIUM
71,80,1862,297,GREEN,SOUTH,0,SAFE
98,80,263,198,RED,SOUTH,60,MEDIUM
45,120,545,416,GREEN,SOUTH,0,SAFE
108,80,923,160,GREEN,SOUTH,30,MEDIUM
59,100,856,674,RED,EAST,30,MEDIUM
114,110,1947,766,RED,EAST,60,MEDIUM
64,80,303,262,YELLOW,SOUTH,10,SAFE
104,90,1919,214,YELLOW,SOUTH,40,MEDIUM
53,80,1306,233,GREEN,SOUTH,0,SAFE
49,100,1426,688,RED,WEST,30,MEDIUM
73,120,789,658,YELLOW,EAST,10,SAFE
119,80,1551,443,YELLOW,SOUTH,40,MEDIUM
124,90,188,641,GREEN,EAST,70,HIGH
83,110,1303,490,GREEN,WEST,0,SAFE
76,80,1264,626,RED,EAST,30,MEDIUM
116,110,664,161,RED,EAST,60,MEDIUM
81,100,1631,147,GREEN,SOUTH,0,SAFE
64,80,687,248,GREEN,WEST,0,SAFE
113,90,1737,194,YELLOW,EAST,40,MEDIUM
105,90,667,400,YELLOW,NORTH,40,MEDIUM
104,100,1331,397,GREEN,WEST,30,MEDIUM
88,80,492,703,YELLOW,SOUTH,80,HIGH
70,120,1865,611,RED,SOUTH,30,MEDIUM
61,100,1942,740,GREEN,WEST,0,SAFE
74,100,1937,637,RED,NORTH,30,MEDIUM
112,120,1691,282,GREEN,NORTH,0,SAFE
128,80,1750,583,GREEN,NORTH,30,MEDIUM
62,110,1018,488,RED,SOUTH,30,MEDIUM
69,80,1236,329,RED,EAST,30,MEDIUM
114,80,459,429,YELLOW,NORTH,40,MEDIUM
60,120,1407,753,GREEN,SOUTH,0,SAFE
58,90,1943,503,GREEN,SOUTH,0,SAFE
128,110,278,512,GREEN,NORTH,70,HIGH
105,110,777,710,GREEN,EAST,0,SAFE
72,100,1198,704,GREEN,WEST,0,SAFE
89,120,1366,347,YELLOW,SOUTH,10,SAFE
46,100,1565,497,GREEN,WEST,0,SAFE
56,90,581,502,YELLOW,WEST,10,SAFE
68,120,996,529,RED,WEST,30,MEDIUM
54,80,1765,684,GREEN,NORTH,0,SAFE
127,80,1709,213,RED,EAST,60,MEDIUM
72,100,1953,664,RED,NORTH,30,MEDIUM
78,100,1853,185,RED,SOUTH,30,MEDIUM
63,100,764,154,RED,NORTH,30,MEDIUM
70,80,1031,510,YELLOW,NORTH,10,SAFE
77,100,1086,464,RED,WEST,30,MEDIUM
76,120,909,702,YELLOW,WEST,10,SAFE
107,120,628,784,YELLOW,WEST,50,MEDIUM
58,120,362,237,GREEN,WEST,0,SAFE
43,110,135,118,GREEN,WEST,0,SAFE
86,80,1419,645,GREEN,WEST,30,MEDIUM
88,120,1334,264,GREEN,EAST,0,SAFE
130,80,1871,738,GREEN,SOUTH,30,MEDIUM
79,120,1591,318,GREEN,WEST,0,SAFE
82,110,1871,533,GREEN,WEST,0,SAFE
85,100,1238,683,YELLOW,WEST,10,SAFE
102,90,584,362,YELLOW,SOUTH,40,MEDIUM
119,110,1944,225,RED,NORTH,60,MEDIUM
88,90,686,377,RED,WEST,30,MEDIUM
104,110,1963,456,YELLOW,EAST,10,SAFE
82,120,1525,598,GREEN,NORTH,0,SAFE
65,100,984,545,RED,NORTH,30,MEDIUM
42,90,314,333,RED,NORTH,70,HIGH
40,120,1254,438,GREEN,SOUTH,0,SAFE
70,110,233,798,RED,NORTH,70,HIGH
42,100,951,277,RED,NORTH,30,MEDIUM
120,100,1574,797,YELLOW,WEST,40,MEDIUM
71,80,1793,727,GREEN,NORTH,0,SAFE
47,100,1965,217,RED,SOUTH,30,MEDIUM
62,90,1439,216,RED,NORTH,30,MEDIUM
112,80,1884,778,YELLOW,SOUTH,40,MEDIUM
108,100,367,157,GREEN,NORTH,30,MEDIUM
99,110,1437,100,RED,WEST,30,MEDIUM
83,120,679,408,YELLOW,WEST,10,SAFE
101,110,486,215,GREEN,NORTH,0,SAFE
55,90,1890,173,GREEN,SOUTH,0,SAFE
121,100,1364,764,RED,EAST,60,MEDIUM
100,120,1219,761,YELLOW,EAST,10,SAFE
119,80,667,153,GREEN,WEST,30,MEDIUM
80,80,1678,514,YELLOW,NORTH,10,SAFE
72,90,1325,150,RED,EAST,30,MEDIUM
51,80,476,109,RED,NORTH,30,MEDIUM
80,90,635,745,RED,NORTH,70,HIGH
68,110,986,559,RED,SOUTH,30,MEDIUM
81,100,1454,726,YELLOW,SOUTH,10,SAFE
66,100,1302,459,RED,WEST,30,MEDIUM
57,90,1407,614,YELLOW,NORTH,10,SAFE
122,100,717,527,YELLOW,EAST,40,MEDIUM
69,80,1699,689,YELLOW,SOUTH,10,SAFE
95,80,1141,795,RED,WEST,60,MEDIUM
67,90,1972,396,YELLOW,SOUTH,10,SAFE
99,100,1307,345,GREEN,WEST,0,SAFE
96,90,798,409,RED,NORTH,60,MEDIUM
94,90,347,425,YELLOW,WEST,80,HIGH
117,120,1392,167,YELLOW,SOUTH,10,SAFE
41,80,1726,703,YELLOW,WEST,10,SAFE
101,80,143,375,YELLOW,EAST,80,HIGH
90,110,357,595,GREEN,WEST,40,MEDIUM
116,110,240,652,YELLOW,EAST,80,HIGH
102,110,160,763,YELLOW,EAST,50,MEDIUM
92,120,698,645,YELLOW,EAST,10,SAFE
71,80,197,408,RED,NORTH,70,HIGH
124,100,1202,639,RED,WEST,60,MEDIUM
114,110,1472,110,YELLOW,EAST,40,MEDIUM
111,100,999,288,YELLOW,NORTH,40,MEDIUM
62,100,1128,617,YELLOW,NORTH,10,SAFE
100,110,149,411,GREEN,SOUTH,40,MEDIUM
63,120,846,429,YELLOW,SOUTH,10,SAFE
61,120,1865,680,GREEN,EAST,0,SAFE
71,120,505,660,YELLOW,WEST,50,MEDIUM
41,120,1531,779,YELLOW,EAST,10,SAFE
77,110,1667,711,YELLOW,EAST,10,SAFE
58,90,350,642,YELLOW,EAST,50,MEDIUM
98,90,1085,552,YELLOW,EAST,40,MEDIUM
118,90,483,638,RED,SOUTH,100,HIGH
96,110,1585,551,RED,SOUTH,30,MEDIUM
88,110,1670,768,YELLOW,NORTH,10,SAFE
69,100,219,529,YELLOW,NORTH,50,MEDIUM
83,100,123,724,GREEN,WEST,40,MEDIUM
65,110,1182,586,YELLOW,SOUTH,10,SAFE
110,110,1614,352,RED,EAST,30,MEDIUM
80,100,1709,725,GREEN,NORTH,0,SAFE
100,80,299,693,RED,EAST,100,HIGH
118,100,1205,596,GREEN,WEST,30,MEDIUM
98,80,1745,306,GREEN,WEST,30,MEDIUM
94,80,577,701,YELLOW,NORTH,80,HIGH
111,80,275,599,RED,EAST,100,HIGH
84,120,362,283,YELLOW,EAST,10,SAFE
109,80,488,214,YELLOW,NORTH,40,MEDIUM
58,110,871,531,YELLOW,WEST,10,SAFE
81,80,1673,227,RED,EAST,60,MEDIUM
75,100,311,523,GREEN,WEST,40,MEDIUM
124,110,787,797,YELLOW,NORTH,80,HIGH
109,110,1010,722,GREEN,WEST,0,SAFE
51,110,636,168,GREEN,SOUTH,0,SAFE
80,80,1748,106,YELLOW,EAST,10,SAFE
81,120,1786,580,YELLOW,WEST,10,SAFE
48,80,1128,240,RED,SOUTH,30,MEDIUM
46,110,1728,569,RED,NORTH,30,MEDIUM
117,90,1973,294,RED,NORTH,60,MEDIUM
66,80,360,396,RED,NORTH,70,HIGH
44,90,1380,341,YELLOW,EAST,10,SAFE
94,80,1442,348,RED,NORTH,60,MEDIUM
62,80,798,459,RED,WEST,30,MEDIUM
118,90,883,635,RED,WEST,60,MEDIUM
122,120,1480,696,YELLOW,SOUTH,40,MEDIUM
88,90,974,515,RED,SOUTH,30,MEDIUM
105,120,1574,633,YELLOW,EAST,10,SAFE
124,80,362,454,YELLOW,NORTH,80,HIGH
90,100,163,764,YELLOW,WEST,50,MEDIUM
73,100,1690,193,RED,EAST,30,MEDIUM
70,110,1579,560,RED,WEST,30,MEDIUM
49,100,1419,711,GREEN,EAST,0,SAFE
46,80,872,586,RED,NORTH,30,MEDIUM
94,100,1187,386,RED,WEST,30,MEDIUM
99,110,873,195,GREEN,NORTH,0,SAFE
59,90,898,416,RED,NORTH,30,MEDIUM
63,80,1043,791,RED,WEST,30,MEDIUM
41,110,976,358,GREEN,EAST,0,SAFE
78,80,950,495,RED,SOUTH,30,MEDIUM
64,100,1230,544,RED,NORTH,30,MEDIUM
88,120,902,132,YELLOW,SOUTH,10,SAFE
120,90,204,148,GREEN,SOUTH,30,MEDIUM
54,90,916,677,YELLOW,EAST,10,SAFE
72,80,1147,599,YELLOW,NORTH,10,SAFE
70,80,884,440,RED,EAST,30,MEDIUM
54,90,636,308,YELLOW,EAST,10,SAFE
81,120,1084,539,GREEN,WEST,0,SAFE
75,120,936,287,YELLOW,EAST,10,SAFE
53,110,1831,648,YELLOW,EAST,10,SAFE
70,110,805,628,YELLOW,EAST,10,SAFE
57,100,1324,110,RED,NORTH,30,MEDIUM
54,110,1064,383,RED,SOUTH,30,MEDIUM
114,80,220,218,RED,EAST,60,MEDIUM
69,110,449,110,RED,NORTH,30,MEDIUM
64,80,850,390,GREEN,NORTH,0,SAFE
77,80,1197,486,YELLOW,NORTH,10,SAFE
119,80,253,391,GREEN,NORTH,70,HIGH
83,90,1708,439,GREEN,WEST,0,SAFE
121,100,366,679,RED,SOUTH,100,HIGH
81,120,140,171,RED,WEST,70,HIGH
128,90,118,209,RED,NORTH,100,HIGH
45,100,856,624,GREEN,NORTH,0,SAFE
90,100,1617,450,YELLOW,EAST,10,SAFE
92,110,683,555,YELLOW,NORTH,10,SAFE
72,100,1820,279,RED,WEST,30,MEDIUM
112,120,1611,581,GREEN,EAST,0,SAFE
102,90,642,476,RED,SOUTH,60,MEDIUM
47,100,251,478,YELLOW,NORTH,50,MEDIUM
101,110,1973,625,YELLOW,NORTH,10,SAFE
69,90,1015,753,GREEN,NORTH,0,SAFE
94,120,1093,589,YELLOW,EAST,10,SAFE
99,90,388,187,RED,EAST,60,MEDIUM
79,80,1344,112,RED,NORTH,30,MEDIUM
118,110,860,791,RED,NORTH,60,MEDIUM
109,80,1599,239,RED,WEST,60,MEDIUM
67,90,874,494,YELLOW,SOUTH,10,SAFE
111,80,1361,582,RED,WEST,60,MEDIUM
58,100,1201,108,GREEN,SOUTH,0,SAFE
102,110,1264,246,GREEN,WEST,0,SAFE
52,120,483,564,GREEN,NORTH,40,MEDIUM
42,90,1724,416,RED,SOUTH,30,MEDIUM
83,90,1210,458,YELLOW,EAST,10,SAFE
115,80,1740,664,RED,EAST,60,MEDIUM
60,100,1185,418,RED,WEST,30,MEDIUM
83,90,185,569,YELLOW,NORTH,50,MEDIUM
125,90,1959,363,GREEN,NORTH,30,MEDIUM
84,100,1382,156,GREEN,EAST,0,SAFE
56,80,1106,303,GREEN,EAST,0,SAFE
60,120,1272,455,RED,SOUTH,30,MEDIUM
67,100,557,315,GREEN,NORTH,0,SAFE
45,100,467,483,RED,SOUTH,70,HIGH
86,100,607,157,YELLOW,SOUTH,10,SAFE
97,110,1277,142,RED,WEST,30,MEDIUM
85,120,1847,436,RED,SOUTH,30,MEDIUM
58,100,269,159,GREEN,SOUTH,0,SAFE
79,90,1455,687,GREEN,NORTH,0,SAFE
83,120,199,373,GREEN,EAST,40,MEDIUM
122,110,976,449,GREEN,SOUTH,30,MEDIUM
56,110,1147,312,RED,NORTH,30,MEDIUM
52,110,119,383,GREEN,NORTH,40,MEDIUM
103,80,934,750,YELLOW,NORTH,40,MEDIUM
101,90,1055,694,GREEN,WEST,30,MEDIUM
77,110,1116,765,YELLOW,NORTH,10,SAFE
49,90,1674,630,YELLOW,EAST,10,SAFE
123,120,911,669,YELLOW,WEST,40,MEDIUM
76,90,1303,274,RED,EAST,30,MEDIUM
76,120,182,411,GREEN,NORTH,40,MEDIUM
69,90,700,291,GREEN,NORTH,0,SAFE
43,100,639,211,RED,NORTH,30,MEDIUM
94,120,1281,720,YELLOW,NORTH,10,SAFE
62,120,1978,327,YELLOW,SOUTH,10,SAFE
58,100,493,459,YELLOW,NORTH,10,SAFE
84,120,1101,759,YELLOW,SOUTH,10,SAFE
87,80,295,185,RED,NORTH,60,MEDIUM
74,90,293,648,GREEN,SOUTH,40,MEDIUM
111,80,135,688,GREEN,SOUTH,70,HIGH
41,100,1054,532,GREEN,SOUTH,0,SAFE
111,120,1171,692,YELLOW,NORTH,10,SAFE
52,90,153,386,RED,EAST,70,HIGH
76,90,1874,313,YELLOW,NORTH,10,SAFE
84,110,664,103,YELLOW,EAST,10,SAFE
120,80,1936,206,GREEN,WEST,30,MEDIUM
57,80,1072,481,YELLOW,WEST,10,SAFE
75,120,1725,483,YELLOW,WEST,10,SAFE
116,80,1657,314,YELLOW,WEST,40,MEDIUM
90,120,218,579,GREEN,EAST,40,MEDIUM
129,100,361,521,GREEN,SOUTH,70,HIGH
125,80,335,625,RED,WEST,100,HIGH
129,110,1682,681,GREEN,WEST,30,MEDIUM
53,80,1717,680,RED,WEST,30,MEDIUM
86,90,1023,372,YELLOW,EAST,10,SAFE
87,100,992,408,RED,EAST,30,MEDIUM
91,120,1772,711,YELLOW,SOUTH,10,SAFE
120,90,633,649,YELLOW,EAST,80,HIGH
110,120,1402,729,GREEN,NORTH,0,SAFE
112,90,1469,402,YELLOW,NORTH,40,MEDIUM
114,100,1623,639,YELLOW,EAST,40,MEDIUM
101,90,588,615,YELLOW,EAST,80,HIGH
112,110,488,559,RED,SOUTH,100,HIGH
56,110,549,407,YELLOW,SOUTH,10,SAFE
64,110,516,309,GREEN,NORTH,0,SAFE
48,120,1895,307,YELLOW,NORTH,10,SAFE
48,120,1604,489,GREEN,WEST,0,SAFE
93,110,579,372,RED,NORTH,30,MEDIUM
111,100,713,645,RED,WEST,60,MEDIUM
101,80,847,103,GREEN,SOUTH,30,MEDIUM
52,110,1877,620,YELLOW,EAST,10,SAFE
50,100,909,180,RED,EAST,30,MEDIUM
104,100,1221,192,RED,SOUTH,60,MEDIUM
129,80,1038,227,GREEN,SOUTH,30,MEDIUM
105,110,283,634,RED,SOUTH,70,HIGH
130,110,581,274,YELLOW,EAST,40,MEDIUM
74,80,428,681,YELLOW,WEST,50,MEDIUM
66,120,271,710,GREEN,SOUTH,40,MEDIUM
94,80,694,759,RED,SOUTH,100,HIGH
47,100,740,188,YELLOW,WEST,10,SAFE
102,100,577,290,RED,SOUTH,60,MEDIUM
46,100,277,166,RED,SOUTH,30,MEDIUM
85,80,996,229,YELLOW,SOUTH,40,MEDIUM
108,80,1925,613,YELLOW,EAST,40,MEDIUM
74,100,775,644,RED,WEST,30,MEDIUM
80,100,1027,435,RED,EAST,30,MEDIUM
107,120,1889,557,YELLOW,NORTH,10,SAFE
43,110,1130,210,GREEN,SOUTH,0,SAFE
94,110,392,244,GREEN,SOUTH,0,SAFE
102,100,562,703,GREEN,EAST,70,HIGH
60,80,522,502,RED,WEST,30,MEDIUM
62,110,1447,512,RED,EAST,30,MEDIUM
85,90,1412,433,RED,EAST,30,MEDIUM
62,100,1516,661,RED,NORTH,30,MEDIUM
85,120,1600,614,GREEN,WEST,0,SAFE
117,90,1177,271,RED,NORTH,60,MEDIUM
42,90,508,197,RED,SOUTH,30,MEDIUM
81,90,775,292,RED,EAST,30,MEDIUM
84,90,526,320,GREEN,NORTH,0,SAFE
103,80,1766,510,RED,WEST,60,MEDIUM
40,80,1883,234,GREEN,SOUTH,0,SAFE
90,80,1124,154,YELLOW,WEST,40,MEDIUM
44,80,1712,423,RED,EAST,30,MEDIUM
41,80,1374,401,GREEN,SOUTH,0,SAFE
96,80,1192,741,YELLOW,EAST,40,MEDIUM
108,100,1436,622,YELLOW,EAST,40,MEDIUM
56,100,1795,165,GREEN,SOUTH,0,SAFE
122,110,1380,503,RED,NORTH,60,MEDIUM
112,110,368,435,YELLOW,SOUTH,80,HIGH
81,110,1383,209,YELLOW,EAST,10,SAFE
85,110,987,534,GREEN,SOUTH,0,SAFE
121,80,1274,427,YELLOW,WEST,40,MEDIUM
44,90,644,753,RED,NORTH,70,HIGH
114,100,1013,744,GREEN,EAST,30,MEDIUM
126,100,223,655,RED,WEST,100,HIGH
119,110,1651,340,RED,EAST,60,MEDIUM
89,120,1428,522,GREEN,SOUTH,0,SAFE
67,100,855,609,YELLOW,WEST,10,SAFE
41,110,995,350,GREEN,WEST,0,SAFE
65,110,572,768,RED,WEST,70,HIGH
72,110,1790,215,YELLOW,SOUTH,10,SAFE
40,100,1379,412,GREEN,EAST,0,SAFE
51,110,1881,564,YELLOW,WEST,10,SAFE
41,90,297,427,YELLOW,EAST,50,MEDIUM
68,120,116,322,YELLOW,NORTH,50,MEDIUM
85,100,424,288,RED,NORTH,30,MEDIUM
63,90,1950,174,GREEN,NORTH,0,SAFE
98,90,1910,216,YELLOW,WEST,40,MEDIUM
74,120,1407,390,RED,NORTH,30,MEDIUM
72,110,1781,551,GREEN,SOUTH,0,SAFE
121,90,1138,661,GREEN,WEST,30,MEDIUM
64,80,719,655,RED,WEST,30,MEDIUM
95,110,144,417,RED,EAST,70,HIGH
110,110,443,656,YELLOW,SOUTH,50,MEDIUM
62,90,449,305,RED,SOUTH,30,MEDIUM
111,120,1526,552,YELLOW,EAST,10,SAFE
93,110,562,234,YELLOW,NORTH,10,SAFE
56,110,353,570,GREEN,NORTH,40,MEDIUM
127,90,772,354,RED,EAST,60,MEDIUM
103,120,819,105,RED,SOUTH,30,MEDIUM
104,110,167,731,GREEN,NORTH,40,MEDIUM
104,80,1240,469,GREEN,NORTH,30,MEDIUM
44,120,1208,695,RED,SOUTH,30,MEDIUM
52,120,494,242,RED,WEST,30,MEDIUM
63,90,648,224,YELLOW,SOUTH,10,SAFE
121,100,1938,102,YELLOW,WEST,40,MEDIUM
77,110,817,736,YELLOW,SOUTH,10,SAFE
85,100,519,591,GREEN,WEST,40,MEDIUM
116,100,350,320,RED,EAST,60,MEDIUM
78,100,1461,114,RED,NORTH,30,MEDIUM
109,120,1082,326,GREEN,EAST,0,SAFE
120,80,298,121,RED,WEST,60,MEDIUM
88,80,327,131,GREEN,WEST,30,MEDIUM
80,120,1818,247,GREEN,WEST,0,SAFE
42,100,1460,651,YELLOW,WEST,10,SAFE
44,90,330,573,YELLOW,EAST,50,MEDIUM
78,120,1808,321,YELLOW,EAST,10,SAFE
130,80,1287,642,GREEN,EAST,30,MEDIUM
61,120,688,682,YELLOW,EAST,10,SAFE
74,80,366,645,RED,WEST,70,HIGH
65,110,192,286,RED,NORTH,70,HIGH
50,110,947,613,RED,WEST,30,MEDIUM
104,80,1847,658,RED,NORTH,60,MEDIUM
